H KCA PE,0.0124,,mg/L,18.1,0.0004,0.0021,0.0027,1,1,1,0.0023,0.0017,0.0024
H KCA PE,0.011,,mg/L,19.3,0.0004,0.0019,0.0027,1,1,1,0.0017,0.0023,0.0017
PATRON,1.0003,,mg/L,0.2,0.0003,0.1663,-0.002,1,1,1,0.1666,0.1665,0.166
H KCA PE,0.0155,,mg/L,19.9,0.0005,0.0027,0.0019,1,1,1,0.0028,0.0021,0.0032
H KCA PE,0.0158,,mg/L,23.7,0.0006,0.0027,0.0016,1,1,1,0.0034,0.0021,0.0027
PATRON,0.9869,,mg/L,0.3,0.0006,0.1684,-0.0018,1,1,1,0.1678,0.1686,0.1689
BLANCO,0.0018,,mg/L,>100,0.0004,0.0003,-0.001,1,1,1,0.0007,0.0002,0
BLANCO REACTIVO,0,,mg/L,42.7,0.0003,-0.0008,-0.0004,1,1,1,-0.0005,-0.0007,-0.0012
M1 PE,0.0212,,mg/L,20.8,0.0006,0.0027,0.0024,1,1,1,0.0021,0.0029,0.0032
M2 PE,0.0256,,mg/L,21.6,0.0007,0.0033,0.0024,1,1,1,0.003,0.0028,0.0041
M3 PE,0.021,,mg/L,7.1,0.0002,0.0027,0.0027,1,1,1,0.0026,0.0026,0.0029
M4 PE,0.0204,,mg/L,7.7,0.0002,0.0026,0.0027,1,1,1,0.0025,0.0029,0.0025
PATRON,1.0018,,mg/L,0.1,0.0001,0.1252,0.0038,1,1,1,0.1252,0.1253,0.1251
P KCA PE,0.0181,,mg/L,10.1,0.0003,0.0031,0.003,1,1,1,0.0027,0.0031,0.0033
PATRON,1,,mg/L,0.6,0.0007,0.1265,0.0028,1,1,1,0.127,0.1257,0.1268
BLANCO,-0.0024,,mg/L,>100,0.0005,-0.0004,0.0005,1,1,1,-0.0002,-0.001,0
BLANCO REACTIVO,0,,mg/L,19.8,0.0003,-0.0015,-0.0001,1,1,1,-0.0013,-0.0018,-0.0013
ELY 1,0.0062,,mg/L,>100,0.0013,0.0008,0.0034,1,1,1,-0.0007,0.0016,0.0014
ELY 2,0.0094,,mg/L,41.5,0.0005,0.0012,0.0026,1,1,1,0.0007,0.0016,0.0013
ELY 3,0.0137,,mg/L,24.5,0.0004,0.0018,0.0019,1,1,1,0.0014,0.0016,0.0022
ELY 4,0.0121,,mg/L,32.7,0.0005,0.0015,0.0022,1,1,1,0.0016,0.001,0.002
PATRON,0.9936,,mg/L,0.3,0.0004,0.1256,0.0035,1,1,1,0.1252,0.1257,0.126
ELY P,0.0022,,mg/L,>100,0.0008,0.0003,0.0038,1,1,1,-0.0006,0.0004,0.001
PATRON,1.0072,,mg/L,1.2,0.0015,0.1273,0.0018,1,1,1,0.129,0.1263,0.1267
BLANCO,-0.0117,,mg/L,90.4,0.0014,-0.0015,0.0017,1,1,1,-0.0031,-0.0008,-0.0006
BLANCO REACTIVO,0,,mg/L,53.3,0.0007,-0.0012,0.0014,1,1,1,-0.0005,-0.0014,-0.0018
NOROESTE,0.0015,,mg/L,>100,0.0005,0.0002,0.0045,1,1,1,0.0008,-0.0001,-0.0001
TRITURADORA,0.0025,,mg/L,>100,0.0004,0.0003,0.0046,1,1,1,0.0001,0.0001,0.0008
VICTORIA,0.0326,,mg/L,9.8,0.0004,0.0042,0.0042,1,1,1,0.0038,0.0041,0.0046
CELDA 1,0.0291,,mg/L,3.4,0.0001,0.0037,0.0037,1,1,1,0.0036,0.0038,0.0038
CELDA 2,0.0166,,mg/L,11.6,0.0002,0.0021,0.0038,1,1,1,0.002,0.0024,0.002
CELDA 3,0.0138,,mg/L,17.5,0.0003,0.0018,0.0043,1,1,1,0.0017,0.0021,0.0015
CELDA 4A,0.0115,,mg/L,30.2,0.0004,0.0015,0.0042,1,1,1,0.002,0.0012,0.0013
CELDA 4B,0.0107,,mg/L,28.7,0.0004,0.0014,0.0045,1,1,1,0.0018,0.0012,0.0011
CELDA 5A,0.0116,,mg/L,8.5,0.0001,0.0015,0.0038,1,1,1,0.0013,0.0016,0.0015
CELDA 5B,0.0095,,mg/L,14.8,0.0002,0.0012,0.004,1,1,1,0.001,0.0014,0.0012
PATRON,1.009,,mg/L,0.3,0.0003,0.1247,0.0029,1,1,1,0.1244,0.1251,0.1247
BLANCO,-0.0017,,mg/L,>100,0.0005,-0.0002,0.0001,1,1,1,-0.0008,0.0001,0.0001
BLANCO REACTIVO,0,,mg/L,82.9,0.0002,-0.0002,0.0005,1,1,1,-0.0003,-0.0004,0
