Analista,GGP,,,,,,,,,,,,
Fecha de inicio,17/09/2024 11:54 a. m.  GMT: 17/09/2024 05:54 p. m.,,,,,,,,,,,,
Hoja de trabajo,SA005551_3,,,,,,,,,,,,
Comentario,,,,,,,,,,,,,
Métodos,Au,,,,,,,,,,,,
,,,,,,,,,,,,,
Peso nominal,1,Volumen nominal,1,Nominal Dilution,1,,,,,,,,
,SA005551-027,1.0054,,mg/L,0.4,0.0916,-0.0004,20.03,,,0.0917,0.092,0.0912
,SA005551-028,0.8523,,mg/L,0.4,0.0777,-0.0005,20,,,0.0779,0.0778,0.0774
,SA005551-029,0.7531,,mg/L,0.7,0.0687,-0.0005,20,,,0.0691,0.0688,0.0682
,SA005551-030,1.4987,,mg/L,0.5,0.1358,-0.0002,20.02,,,0.1354,0.1367,0.1354
,PATRON,0.4872,,mg/L,1.4,0.0156,-0.0002,,,,0.0159,0.0155,0.0155
,BLANCO,-0.0099,,mg/L,46.8,-0.0003,-0.0014,,,,-0.0002,-0.0002,-0.0005
,BLANCO REACTIVO,0,,mg/L,9.6,0.0007,-0.0005,,,,0.0008,0.0007,0.0007
,SA005551-031,0.4766,,mg/L,0.5,0.0436,-0.0009,20.02,,,0.0435,0.0435,0.0439
,SA005551-032,0.6418,,mg/L,0.8,0.0587,-0.0001,20,,,0.0581,0.0588,0.0591
,PATRON,0.4989,,mg/L,3,0.016,-0.0004,,,,0.0164,0.0155,0.0161
,BLANCO,0.0039,,mg/L,66.8,0.0001,-0.0008,,,,0.0001,0,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0002,-0.0005,,,,0.0004,-0.0001,0.0003
